ticket_id,title,description,priority,status,component,reporter,assignee,environment,sdlc_phase,created_date,resolved_date,time_spent_minutes,browser,os
JIRA-2125,Search results return wrong data,Bug found in dashboard module.,Minor,Done,notification-service,qa.team@company.com,,QA,Deployment,1734809100.0,Not Yet,2 hours,Edge,macOS
JIRA-2732,Email notifications not being sent,Bug found in api module.,CRITICAL,REOPENED,Notifications,,,,Maintenance,,02/24/2024,0,chrome,Win10
JIRA-1674,Null pointer exception in auth module,Bug found in db module.,LOW,InProgress,,jane.smith@company.com,,Staging,,13-Jan-2024 23:02:00,N/A,31.8,,ubuntu
JIRA-2553,Memory leak in background service,Bug found in payment module.,Low,Fixed,API,dev.lead@company.com,dev.lead@company.com,development,Requirements,09/23/2024 11:43,,,Firefox,Windows 10
JIRA-1997,Session timeout too short,Bug found in api module.,Medium,OPEN,api-gateway,john.doe@company.com,product@company.com,dev,QA,13-Sep-2024 05:34:00,09/28/2024,0,Edge,Win10
JIRA-1881,Database timeout on user search,Bug found in api module.,MEDIUM,Fixed,database,,,PROD,,07/16/2024 17:51,2024-07-19 14:51:00,0,Firefox,Win10
JIRA-1394,Form validation bypassed on submit,Bug found in db module.,MEDIUM,IN_PROGRESS,Dashboard,product@company.com,jane.smith@company.com,development,QA,,,2 hours,chrome,iOS
JIRA-2354,Form validation bypassed on submit,Bug found in auth module.,HIGH,Open,AUTH,john.doe@company.com,jane.smith@company.com,production,Design,16-Jul-2024 04:16:00,,1 day,Firefox,Win10
JIRA-1457,CSS broken on Safari browser,Bug found in dashboard module.,Low,CLOSED,auth-service,jane.smith@company.com,,prod,DESIGN,01/09/2024 17:59,N/A,1 day,IE,ubuntu
JIRA-2995,Null pointer exception in auth module,Bug found in dashboard module.,P3,IN_PROGRESS,api-gateway,,UNKNOWN,PROD,Development,2024-10-14 21:42:00,11/09/2024,N/A,FIREFOX,macOS
JIRA-1582,Session timeout too short,Bug found in auth module.,P0,In Progress,Dashboard,john.doe@company.com,,dev,Dev,11/24/2024 08:03,Not Yet,2 hours,,Android
JIRA-2003,File upload fails for PDF files,Bug found in payment module.,,Verified,UI,,product@company.com,UAT,Testing,,07/31/2024,-1,FIREFOX,Android
JIRA-2275,UI overlapping on dashboard widgets,Bug found in dashboard module.,Blocker,Reopened,auth-service,qa.team@company.com,dev.lead@company.com,development,Design,1732690140.0,2024-12-05 10:19:00,N/A,FIREFOX,Linux
JIRA-1090,User permissions not applied correctly,Bug found in dashboard module.,MEDIUM,Closed,Dashboard,qa.team@company.com,product@company.com,Development,Development,30-Mar-2024 19:15:00,,355,FIREFOX,
JIRA-2036,Slow query on reports page,Bug found in db module.,P1,Open,AUTH,qa.team@company.com,qa.team@company.com,DEV,DESIGN,1709909520.0,,1 day,Edge,
JIRA-2991,Login button not responding on mobile,Bug found in db module.,Normal,InProgress,Backend,product@company.com,jane.smith@company.com,stg,Design,2024-09-26 13:53:00,,37.8,Chrome,Linux
JIRA-1954,Email notifications not being sent,Bug found in db module.,P2,Closed,API,john.doe@company.com,dev.lead@company.com,Development,Development,10-Dec-2024 04:23:00,12/30/2024,N/A,Firefox,Win10
JIRA-2826,Session timeout too short,Bug found in auth module.,,Re-opened,Payment,qa.team@company.com,qa.team@company.com,prod,,05/03/2024 03:37,05/13/2024,1 day,FIREFOX,macOS
JIRA-2718,Chart rendering fails with large datasets,Bug found in payment module.,P2,Resolved,PAYMENT,jane.smith@company.com,dev.lead@company.com,Development,Testing,,Not Yet,-1,IE,macOS
JIRA-2728,API rate limiter not working,Bug found in dashboard module.,Minor,OPEN,Backend,UNKNOWN,product@company.com,staging,Testing,1725839160.0,,-1,IE,macOS
JIRA-1981,UI overlapping on dashboard widgets,Bug found in auth module.,Critical,Resolved,EMAIL,UNKNOWN,qa.team@company.com,UAT,Testing,15-Jul-2024 13:44:00,N/A,2 hours,IE,iOS
JIRA-2589,API rate limiter not working,Bug found in api module.,LOW,In Progress,Dashboard,UNKNOWN,dev.lead@company.com,Testing,requirements,2024-10-15 03:57:00,2024-11-10 14:57:00,,,iOS
JIRA-2104,File upload fails for PDF files,Bug found in auth module.,Major,REOPENED,notification-service,john.doe@company.com,jane.smith@company.com,Staging,Deployment,10/08/2024 10:54,,-1,Firefox,iOS
JIRA-1217,Timezone conversion incorrect,Bug found in payment module.,Trivial,RESOLVED,PAYMENT,,dev.lead@company.com,UAT,Development,2024-01-25 06:36:00,,-1,Edge,
JIRA-1692,Memory leak in background service,Bug found in db module.,High,RESOLVED,user-dashboard,jane.smith@company.com,UNKNOWN,Staging,requirements,10/16/2024 05:54,Not Yet,-1,Edge,Win10
JIRA-2012,CSS broken on Safari browser,Bug found in dashboard module.,Medium,IN_PROGRESS,UI,,john.doe@company.com,prod,DESIGN,,N/A,,Firefox,iOS
JIRA-2052,UI overlapping on dashboard widgets,Bug found in api module.,HIGH,IN_PROGRESS,EMAIL,,UNKNOWN,development,Maintenance,1707651300.0,N/A,152,FIREFOX,iOS
JIRA-2881,Database timeout on user search,Bug found in auth module.,Normal,RESOLVED,API,UNKNOWN,dev.lead@company.com,Development,Deployment,,N/A,1 day,IE,Mac
JIRA-1990,File upload fails for PDF files,Bug found in payment module.,LOW,,PAYMENT,,UNKNOWN,Development,Testing,2024-07-01 02:50:00,07/25/2024,208,Firefox,Linux
JIRA-1053,API rate limiter not working,Bug found in api module.,Blocker,,Authentication,dev.lead@company.com,,QA,,28-Mar-2024 14:05:00,,N/A,Chrome,Win10
JIRA-2809,Timezone conversion incorrect,Bug found in auth module.,Minor,New,Database,john.doe@company.com,jane.smith@company.com,DEV,Maintenance,04/25/2024 14:12,,2 hours,FIREFOX,Win10
JIRA-1783,Login button not responding on mobile,Bug found in auth module.,Normal,IN_PROGRESS,Notifications,product@company.com,dev.lead@company.com,stg,Development,18-May-2024 23:13:00,2024-06-04 18:13:00,137,,macOS
JIRA-1205,Database timeout on user search,Bug found in api module.,High,InProgress,Authentication,dev.lead@company.com,product@company.com,stg,requirements,03/26/2024 17:23,2024-04-07 01:23:00,0,chrome,Mac
JIRA-1651,Email notifications not being sent,Bug found in db module.,Critical,,payment-gateway,john.doe@company.com,,Testing,Development,,2024-03-06 21:05:00,1 day,IE,macOS
JIRA-1726,Null pointer exception in auth module,Bug found in auth module.,Low,REOPENED,database,john.doe@company.com,UNKNOWN,QA,Requirements,02/16/2024 18:32,Not Yet,,Safari,Linux
JIRA-2532,Mobile app crashes on startup,Bug found in auth module.,P3,,Payment,,john.doe@company.com,STAGE,,,Not Yet,,chrome,Linux
JIRA-2018,Form validation bypassed on submit,Bug found in dashboard module.,Minor,Reopened,Authentication,product@company.com,,prod,Requirements,1704769980.0,N/A,2 hours,IE,Win10
JIRA-1756,Memory leak in background service,Bug found in auth module.,Trivial,In Progress,api-gateway,qa.team@company.com,product@company.com,UAT,requirements,2024-06-16 00:12:00,07/06/2024,N/A,,Windows 10
JIRA-2320,Search results return wrong data,Bug found in dashboard module.,,Resolved,notification-service,UNKNOWN,UNKNOWN,Development,,2024-03-29 03:08:00,,N/A,Safari,Android
JIRA-2074,Database timeout on user search,Bug found in payment module.,Blocker,TODO,Payment,john.doe@company.com,dev.lead@company.com,Development,,15-Jan-2024 16:41:00,Not Yet,-1,Safari,Win10
JIRA-2735,CSS broken on Safari browser,Bug found in payment module.,LOW,CLOSED,payment-gateway,jane.smith@company.com,product@company.com,STAGE,Design,11/27/2024 02:44,,N/A,Chrome,Android
JIRA-1794,Login button not responding on mobile,Bug found in db module.,CRITICAL,Working,database,product@company.com,dev.lead@company.com,,Maintenance,2024-05-25 15:42:00,Not Yet,9.1,,ubuntu
JIRA-2790,Login button not responding on mobile,Bug found in payment module.,P0,IN_PROGRESS,PAYMENT,dev.lead@company.com,,UAT,QA,22-Aug-2024 13:06:00,09/19/2024,12.5,IE,Windows 10
JIRA-2584,Chart rendering fails with large datasets,Bug found in dashboard module.,High,Closed,,jane.smith@company.com,john.doe@company.com,QA,Testing,29-Mar-2024 06:56:00,04/18/2024,N/A,Chrome,iOS
JIRA-2845,Database timeout on user search,Bug found in api module.,HIGH,REOPENED,PAYMENT,john.doe@company.com,john.doe@company.com,Testing,DESIGN,15-Aug-2024 21:35:00,N/A,,,Windows 10
JIRA-1817,Payment gateway returns 500 error,Bug found in dashboard module.,LOW,Done,api-gateway,UNKNOWN,dev.lead@company.com,staging,QA,,N/A,37.7,chrome,Mac
JIRA-1648,API rate limiter not working,Bug found in dashboard module.,Low,Resolved,EMAIL,john.doe@company.com,john.doe@company.com,production,,,,174,chrome,macOS
JIRA-2243,UI overlapping on dashboard widgets,Bug found in api module.,P3,Working,EMAIL,dev.lead@company.com,,staging,Development,2024-11-23 02:06:00,12/05/2024,208,IE,macOS
JIRA-1910,User permissions not applied correctly,Bug found in api module.,P0,,database,,qa.team@company.com,stg,DESIGN,,Not Yet,-1,IE,ubuntu
JIRA-1604,Session timeout too short,Bug found in api module.,Blocker,TODO,Payment,,dev.lead@company.com,DEV,Requirements,,02/23/2024,1 day,chrome,Win10
JIRA-1072,UI overlapping on dashboard widgets,Bug found in dashboard module.,Trivial,,,,qa.team@company.com,staging,Maintenance,2024-06-07 14:06:00,,1 day,,Mac
JIRA-1185,CSS broken on Safari browser,Bug found in api module.,P3,New,Authentication,,,QA,Deployment,02/14/2024 05:43,,1 day,Chrome,Android
JIRA-1331,Login button not responding on mobile,Bug found in db module.,Major,InProgress,notification-service,qa.team@company.com,qa.team@company.com,production,DESIGN,04-Mar-2024 02:05:00,03/26/2024,,Firefox,Mac
JIRA-1097,Chart rendering fails with large datasets,Bug found in dashboard module.,Normal,Working,Dashboard,UNKNOWN,dev.lead@company.com,stg,Deployment,,2024-10-31 15:38:00,2 hours,FIREFOX,iOS
JIRA-2823,Timezone conversion incorrect,Bug found in api module.,Medium,OPEN,Database,,jane.smith@company.com,STAGE,Development,10/28/2024 02:00,N/A,-1,FIREFOX,Windows 10
JIRA-1030,Password reset link expired instantly,Bug found in dashboard module.,Normal,New,PAYMENT,dev.lead@company.com,,STAGE,,03/02/2024 02:32,Not Yet,,Safari,Windows 10
JIRA-1290,CSS broken on Safari browser,Bug found in api module.,P0,REOPENED,API,,product@company.com,stg,Design,24-Nov-2024 22:26:00,N/A,401,Firefox,macOS
JIRA-1702,User permissions not applied correctly,Bug found in api module.,Major,InProgress,Notifications,jane.smith@company.com,john.doe@company.com,UAT,DESIGN,2024-09-02 11:40:00,,0,IE,Linux
JIRA-2598,Null pointer exception in auth module,Bug found in dashboard module.,,In Progress,database,product@company.com,qa.team@company.com,stg,requirements,2024-11-07 19:56:00,2024-11-08 22:56:00,6.2,,Win10
JIRA-1744,Session timeout too short,Bug found in payment module.,P1,IN_PROGRESS,Backend,jane.smith@company.com,qa.team@company.com,,QA,11-Aug-2024 08:10:00,N/A,0,Firefox,
JIRA-2472,Null pointer exception in auth module,Bug found in dashboard module.,P3,,Database,qa.team@company.com,,staging,Requirements,1707153360.0,02/28/2024,266,Firefox,Linux
JIRA-1153,Timezone conversion incorrect,Bug found in auth module.,LOW,,user-dashboard,jane.smith@company.com,john.doe@company.com,Testing,QA,24-Jun-2024 13:40:00,2024-07-14 08:40:00,N/A,IE,Linux
JIRA-2247,Slow query on reports page,Bug found in dashboard module.,Normal,Fixed,Payment,john.doe@company.com,john.doe@company.com,DEV,Maintenance,05/21/2024 10:54,2024-06-05 05:54:00,-1,Safari,iOS
JIRA-2285,Slow query on reports page,Bug found in auth module.,Trivial,Done,Payment,,product@company.com,Production,Maintenance,02-Oct-2024 17:11:00,10/16/2024,N/A,chrome,
JIRA-1546,Form validation bypassed on submit,Bug found in dashboard module.,P3,Resolved,Authentication,jane.smith@company.com,qa.team@company.com,,Maintenance,2024-06-02 19:16:00,N/A,-1,Chrome,ubuntu
JIRA-2692,Slow query on reports page,Bug found in db module.,P2,IN_PROGRESS,EMAIL,,,STAGE,Deployment,07/01/2024 03:49,07/27/2024,0,Chrome,macOS
JIRA-1729,Database timeout on user search,Bug found in payment module.,High,IN_PROGRESS,EMAIL,qa.team@company.com,dev.lead@company.com,QA,Design,,2024-05-31 05:50:00,N/A,FIREFOX,Android
JIRA-2201,Payment gateway returns 500 error,Bug found in api module.,Normal,IN_PROGRESS,auth-service,jane.smith@company.com,product@company.com,DEV,DESIGN,2024-12-29 22:48:00,01/13/2025,-1,Edge,Mac
JIRA-2442,Timezone conversion incorrect,Bug found in db module.,Normal,RESOLVED,Database,qa.team@company.com,qa.team@company.com,STAGE,DESIGN,05-Dec-2024 21:48:00,12/29/2024,0,FIREFOX,Linux
JIRA-1347,Chart rendering fails with large datasets,Bug found in auth module.,Low,InProgress,PAYMENT,dev.lead@company.com,dev.lead@company.com,Staging,Dev,25-Feb-2024 01:29:00,2024-03-01 10:29:00,1 day,,Win10
JIRA-2033,Email notifications not being sent,Bug found in auth module.,P0,Working,api-gateway,UNKNOWN,qa.team@company.com,stg,,16-Oct-2024 09:14:00,N/A,131,Safari,ubuntu
JIRA-2681,API rate limiter not working,Bug found in api module.,High,Open,EMAIL,dev.lead@company.com,john.doe@company.com,Testing,Maintenance,,Not Yet,,,Windows 10
JIRA-2586,UI overlapping on dashboard widgets,Bug found in dashboard module.,High,Done,notification-service,dev.lead@company.com,UNKNOWN,prod,Testing,2024-10-22 05:28:00,Not Yet,1.7,chrome,Android
JIRA-1978,Search results return wrong data,Bug found in dashboard module.,Normal,Done,EMAIL,UNKNOWN,product@company.com,staging,DESIGN,05/28/2024 11:48,Not Yet,32.3,Chrome,Windows 10
JIRA-2551,Chart rendering fails with large datasets,Bug found in api module.,P0,In Progress,Payment,UNKNOWN,product@company.com,DEV,,03/27/2024 19:03,2024-04-23 10:03:00,21.6,Safari,macOS
JIRA-1770,Database timeout on user search,Bug found in api module.,,OPEN,UI,dev.lead@company.com,,DEV,Design,2024-05-26 17:40:00,N/A,N/A,Safari,macOS
JIRA-2542,Chart rendering fails with large datasets,Bug found in dashboard module.,MEDIUM,Fixed,auth-service,UNKNOWN,qa.team@company.com,DEV,QA,2024-02-05 23:00:00,Not Yet,2 hours,Firefox,Android
JIRA-1819,UI overlapping on dashboard widgets,Bug found in auth module.,LOW,CLOSED,auth-service,jane.smith@company.com,john.doe@company.com,PROD,Maintenance,21-Jan-2024 04:44:00,2024-02-05 13:44:00,-1,Chrome,Windows 10
JIRA-1796,Memory leak in background service,Bug found in api module.,,Reopened,API,qa.team@company.com,dev.lead@company.com,PROD,Dev,05/31/2024 17:53,06/29/2024,2 hours,Firefox,macOS
JIRA-2919,Null pointer exception in auth module,Bug found in payment module.,Blocker,Resolved,payment-gateway,,,QA,Deployment,29-Dec-2024 15:52:00,N/A,,IE,Mac
JIRA-1808,Login button not responding on mobile,Bug found in payment module.,CRITICAL,TODO,EMAIL,qa.team@company.com,jane.smith@company.com,PROD,requirements,INVALID_DATE,02/10/2024,-1,Edge,macOS
JIRA-1181,CSS broken on Safari browser,Bug found in payment module.,Medium,Open,Authentication,john.doe@company.com,jane.smith@company.com,UAT,requirements,12/17/2024 13:01,2024-12-30 16:01:00,,IE,ubuntu
JIRA-2448,Export to CSV produces empty file,Bug found in auth module.,MEDIUM,Reopened,database,john.doe@company.com,,PROD,Deployment,04/05/2024 05:11,Not Yet,25.9,Edge,Android
JIRA-2421,Export to CSV produces empty file,Bug found in auth module.,Trivial,Reopened,AUTH,jane.smith@company.com,,,Deployment,2024-10-25 23:35:00,2024-11-19 03:35:00,2 hours,,iOS
JIRA-2070,File upload fails for PDF files,Bug found in db module.,Blocker,Complete,Backend,product@company.com,UNKNOWN,production,Maintenance,03-Jul-2024 02:46:00,2024-07-06 23:46:00,1 day,Chrome,Win10
JIRA-1103,Memory leak in background service,Bug found in api module.,Trivial,New,,jane.smith@company.com,john.doe@company.com,UAT,Deployment,1722332520.0,N/A,0,FIREFOX,ubuntu
JIRA-2255,File upload fails for PDF files,Bug found in auth module.,HIGH,REOPENED,database,product@company.com,jane.smith@company.com,Staging,Testing,10/01/2024 12:05,N/A,401,Safari,
JIRA-2574,File upload fails for PDF files,Bug found in auth module.,,RESOLVED,auth-service,john.doe@company.com,jane.smith@company.com,staging,Maintenance,,N/A,27.2,chrome,Android
JIRA-2811,Database timeout on user search,Bug found in auth module.,P0,CLOSED,API,jane.smith@company.com,,prod,Maintenance,2024-03-04 14:10:00,2024-03-05 18:10:00,6.7,Chrome,Mac
JIRA-1338,Timezone conversion incorrect,Bug found in payment module.,Medium,New,Payment,dev.lead@company.com,,Development,Deployment,1707216240.0,N/A,-1,FIREFOX,ubuntu
JIRA-1064,Login button not responding on mobile,Bug found in api module.,P1,Reopened,UI,dev.lead@company.com,dev.lead@company.com,development,Testing,02/05/2024 14:41,N/A,,Chrome,ubuntu
JIRA-1804,Search results return wrong data,Bug found in auth module.,High,Working,DB,jane.smith@company.com,,QA,requirements,10/15/2024 01:32,10/18/2024,,,Win10
JIRA-1763,Form validation bypassed on submit,Bug found in db module.,P2,Reopened,,dev.lead@company.com,john.doe@company.com,QA,Development,,N/A,2 hours,Firefox,
JIRA-2795,Memory leak in background service,Bug found in payment module.,P0,In Progress,Notifications,jane.smith@company.com,,DEV,Design,12-Aug-2024 22:37:00,Not Yet,1 day,Safari,Linux
JIRA-2836,Timezone conversion incorrect,Bug found in db module.,LOW,TODO,PAYMENT,,product@company.com,Development,Testing,2024-07-10 18:47:00,N/A,2 hours,chrome,iOS
JIRA-1558,Export to CSV produces empty file,Bug found in db module.,Normal,Reopened,Notifications,,jane.smith@company.com,DEV,Dev,1730164800.0,11/28/2024,183,chrome,macOS
JIRA-2199,Search results return wrong data,Bug found in dashboard module.,P1,IN_PROGRESS,Payment,qa.team@company.com,,dev,,2024-04-12 23:16:00,05/07/2024,N/A,FIREFOX,macOS
JIRA-2591,Mobile app crashes on startup,Bug found in db module.,Major,Complete,api-gateway,dev.lead@company.com,,staging,Design,05-Sep-2024 12:34:00,2024-09-30 03:34:00,-1,Firefox,Win10
JIRA-1084,UI overlapping on dashboard widgets,Bug found in auth module.,Normal,RESOLVED,api-gateway,product@company.com,jane.smith@company.com,prod,requirements,2024-10-13 09:32:00,N/A,N/A,FIREFOX,Android
JIRA-1594,Form validation bypassed on submit,Bug found in auth module.,Critical,,UI,product@company.com,UNKNOWN,staging,Testing,1712330460.0,N/A,2 hours,Safari,iOS
JIRA-2604,Session timeout too short,Bug found in db module.,Minor,REOPENED,notification-service,UNKNOWN,qa.team@company.com,UAT,Dev,1735040700.0,N/A,2 hours,Firefox,iOS
